DB ID,Model No.,Frequency_Hz,Phase,HP,Power(KW),Outlet (mm),Outlet (inch),Pass Solid Dia(mm),Max Flow (LPM),Max Head (M),Max Head (ft),Category,Product Link,Head Rated/M,Q Rated/LPM,id
247,JA-20,50,3,2,1.5kW,80,"3""",35.0,620,18,59,Dirty Water,https://www.hungpump.com/ja,12.0,410.0,61f0e41b-af13-4de4-9cd0-8791557f5a56
248,JA-20,50,3,2,1.5kW,80,"3""",35.0,620,18,59,Dirty Water,https://www.hungpump.com/ja,10.0,410.0,7962737f-1370-4407-b95d-f42f5b5e979f
249,JA-30,50,1,3,2.2kW,80,"3""",35.0,780,18,59,Dirty Water,https://www.hungpump.com/ja,10.0,610.0,726210bc-6c30-4727-83dd-65ac3542706e
250,JA-30,50,3,3,2.2kW,80,"3""",35.0,780,18,59,Dirty Water,https://www.hungpump.com/ja,10.0,610.0,aca70de6-d125-44f0-9430-a65be4c0be9f
251,JA-30,50,3,3,2.2kW,80,"3""",35.0,780,18,59,Dirty Water,https://www.hungpump.com/ja,15.0,610.0,d9398813-2a09-4056-a202-feb8a8aff830
252,JA-50,50,3,5,3.7kW,100,"4""",45.0,1100,22,72,Dirty Water,https://www.hungpump.com/ja,15.0,590.0,8967f580-3477-45d8-8f48-9d0738cc740b
253,JA-50,50,3,5,3.7kW,100,"4""",45.0,1100,22,72,Dirty Water,https://www.hungpump.com/ja,6.0,590.0,1cbbdea0-8e9d-46d4-ab09-15742ad56c74
254,JK-05,50,1,1/2,400W,50,"2""",30.0,320,9,30,Dirty Water,https://www.hungpump.com/jk,6.0,190.0,df82661a-45bf-4983-928f-dc202d7b09ee
255,JK-05,50,3,1/2,400W,50,2',30.0,320,9,30,Dirty Water,https://www.hungpump.com/jk,6.0,190.0,19f8d79b-7f6f-41af-84c8-0edbeded79be
256,JK-10,50,1,1,750W,50,"2""",30.0,400,12,39,Dirty Water,https://www.hungpump.com/jk,6.0,270.0,33d657df-6140-4e09-8fdf-c3f5e0c97e91
257,JK-10,50,3,1,750W,50,"2""",30.0,400,11,39,Dirty Water,https://www.hungpump.com/jk,6.0,270.0,15467608-854a-425a-adf6-e81e0f03faa9
259,JK-20,50,1,2,1.5kW,80,"3""",35.0,620,18,59,Dirty Water,https://www.hungpump.com/jk,12.0,410.0,d87e63fe-da28-4e43-8014-cf7978c0fbb0
260,JK-20,50,3,2,1.5kW,80,"3""",35.0,620,18,59,Dirty Water,https://www.hungpump.com/jk,12.0,410.0,b8d44d22-0690-438f-b4c1-3899234c567f
262,JK-30,50,1,3,2.2kW,80,"3""",35.0,780,18,59,Dirty Water,https://www.hungpump.com/jk,10.0,610.0,d7aea8fc-b3e1-4259-a955-466d796d79c9
263,JK-30,50,3,3,2.2kW,80,"3""",35.0,780,18,59,Dirty Water,https://www.hungpump.com/jk,10.0,610.0,8184f211-4be5-41ad-9571-b37461cf8617
265,JK-30,50,3,3,2.2kW,80,"3""",35.0,780,18,59,Dirty Water,https://www.hungpump.com/jk,10.0,610.0,7a6a1989-5239-4a1d-b3f4-8d19bbd14613
266,JK-30,50,3,3,2.2kW,80,"3""",35.0,780,18,59,Dirty Water,https://www.hungpump.com/jk,15.0,610.0,77292383-6371-470c-ab31-66c8903e4fe4
267,JK-50,50,3,5,3.7kW,100,"4""",45.0,1100,22,72,Dirty Water,https://www.hungpump.com/jk,15.0,590.0,04f35818-929d-4b00-8a91-bf837a754a98
269,JK-50,50,3,5,3.7kW,100,"4""",45.0,1100,22,72,Dirty Water,https://www.hungpump.com/jk,15.0,590.0,1f5209cd-86a8-45d8-b6d1-bfae6f3d1c8c
270,JK-50,50,3,5,3.7kW,100,"4""",45.0,1100,22,72,Dirty Water,https://www.hungpump.com/jk,15.0,590.0,413a6cea-90be-4e16-a30d-1e36368c6117
271,JK-75,50,3,7.5,5.5kW,100,"4""",50.0,1200,24,79,Dirty Water,https://www.hungpump.com/jk,10.0,770.0,4e9ad6c7-3d82-4bc2-aeb3-d25f8ed27ac3
278,KA-2.4,50,1,1/2,400W,50,"2""",7.0,240,12,39,Dirty Water,https://www.hungpump.com/ka,8.0,125.0,60318963-5e99-4018-9a9a-76fca5ee3b06
279,KA-2.4A,50,1,1/2,400W,50,"2""",7.0,240,12,39,Dirty Water,https://www.hungpump.com/ka,8.0,125.0,1959f56d-7293-48c2-a40f-52c5b53e10e8
280,KA-2.4D,50,1,1/2,400W,50,"2""",7.0,255,12,39,Dirty Water,https://www.hungpump.com/ka,8.0,155.0,2e21270b-eca9-40aa-b592-9708eeb25f50
281,KA-2.4DA,50,1,1/2,400W,50,"2""",7.0,255,12,39,Dirty Water,https://www.hungpump.com/ka,8.0,155.0,a116fc18-ebd5-4074-b0a1-c6d704d51776
282,KA-2.4R,50,1,1/2,400W,50,"2""",2.8,150,12.5,39,Dirty Water,https://www.hungpump.com/ka,12.0,100.0,cc61cb25-9cd5-4046-bf5d-de060f0e88d4
283,KA-2.75D,50,1,1,750W,50,"2""",7.0,240,19,62,Dirty Water,https://www.hungpump.com/ka,12.0,140.0,425272dd-35bd-464c-b2f5-cf3d412fe97e
284,KA-2.75D,50,1,1,750W,50,"2""",7.0,240,19,62,Dirty Water,https://www.hungpump.com/ka,12.0,140.0,51198963-70a0-4599-8b5a-54a3d12c279c
285,KA-2.75DA,50,1,1,750W,50,"2""",7.0,240,19,62,Dirty Water,https://www.hungpump.com/ka,12.0,140.0,e035f7c7-da48-4b9a-8f90-5e7973193d0a
286,KA-3.75D,50,1,1,750W,80,"3""",7.0,270,19,62,Dirty Water,https://www.hungpump.com/ka,12.0,190.0,663e006b-4dfa-4eb1-b35b-942c4d28e978
287,KA-3.75DA,50,1,1,750W,80,"3""",7.0,270,19,62,Dirty Water,https://www.hungpump.com/ka,20.0,190.0,f6c1ee4d-b9fc-456d-a191-8efbd72d39d5
288,KHL-100,50,3,10,7.5kW,100,"4""",15.0,1700,35,115,Dirty Water,https://www.hungpump.com/khl,15.0,1300.0,0052eb43-b5a9-4e97-ab24-2b2dbfabdf8e
289,KHL-20,50,1,2,1.5kW,50,"2""",12.0,415,25,82,Dirty Water,https://www.hungpump.com/khl,15.0,370.0,0718c69c-f4c8-4cdd-b0fc-b49a409e2728
290,KHL-20,50,3,2,1.5kW,50,"2""",12.0,415,25,82,Dirty Water,https://www.hungpump.com/khl,15.0,370.0,4db795f5-5e8e-448c-9b69-53acb9ba7ae1
292,KHL-30,50,3,3,2.2kW,50,"2""",12.0,620,28,92,Dirty Water,https://www.hungpump.com/khl,15.0,490.0,88ac9b18-6625-4ff0-b6fd-6c7f3518f6d6
294,KHL-50,50,3,5,3.7kW,50,"2""",15.0,770,32,105,Dirty Water,https://www.hungpump.com/khl,20.0,620.0,851c2fb8-af9e-4b1b-94fd-f8dfe3cae5f1
296,KHL-75,50,3,7.5,5.5kW,80,"3""",15.0,1450,33,108,Dirty Water,https://www.hungpump.com/khl,20.0,1100.0,46f709ab-30c1-4b20-9e02-e3c545b45baf
298,KS-10,50,1,1,750W,50,"2""",6.0,420,14,46,Dirty Water,https://www.hungpump.com/ks,9.0,190.0,35b063db-d231-4ad3-a59e-f812568fdd13
299,KS-10,50,3,1,750W,50,"2""",6.0,420,14,46,Dirty Water,https://www.hungpump.com/ks,9.0,190.0,032e07f5-8515-4840-b2af-d11a8d07e66d
301,KS-20,50,1,2,1.5kW,80,"3""",9.0,700,17,56,Dirty Water,https://www.hungpump.com/ks,9.0,520.0,3f23fa2d-9f24-45a6-b160-aa174b83cf8f
302,KS-20,50,3,2,1.5kW,80,"3""",9.0,700,17,56,Dirty Water,https://www.hungpump.com/ks,9.0,520.0,b9abdc36-3dcf-4190-a7b8-9629c7df2912
303,KS-20,50,3,2,1.5kW,80,"3""",12.0,960,15.5,51,Dirty Water,https://www.hungpump.com/ks,9.0,620.0,19c2c568-b8b8-47e4-9656-cc111ede9eb5
304,KS-30,50,3,3,2.2kW,80,"3""",11.0,900,18,59,Dirty Water,https://www.hungpump.com/ks,10.0,530.0,b4748303-f743-41cd-8c6c-997fd6f86212
306,KS-30,50,3,3,2.2kW,80,"3""",11.0,900,18,59,Dirty Water,https://www.hungpump.com/ks,10.0,530.0,f1e360e7-0251-4b57-a084-8fbea2abe1df
307,KS-30,50,3,3,2.2kW,80,"3""",11.0,900,18,59,Dirty Water,https://www.hungpump.com/ks,10.0,530.0,e4f5eb1d-393c-4e8b-84a0-0da7ae387e3c
308,KS-30,50,3,3,2.2kW,80,"3""",12.0,1200,20,66,Dirty Water,https://www.hungpump.com/ks,12.0,800.0,2a65e40d-07d9-409f-a37f-6e09b64ad705
309,KS-50,50,3,5,3.7kW,80,"3""",12.0,1400,26,85,Dirty Water,https://www.hungpump.com/ks,15.0,1020.0,d934cf6c-8911-4658-956a-b496e52d3583
316,KSL-10,50,3,1,750W,80,"3""",9.0,560,13,43,Dirty Water,https://www.hungpump.com/ksl,15.0,325.0,86021edd-9f56-48db-baef-5904c1140e91
333,KT-215,50,1,2,1.5kW,50,"2""",N/A,505,22,72,Construction,https://www.hungpump.com/kt,15.0,325.0,2da77aab-7a38-46cf-8ac8-a579571c287a
334,KT-215,50,3,2,1.5kW,50,"2""",N/A,505,22,72,Construction,https://www.hungpump.com/kt,15.0,325.0,c38c2fff-32a5-413b-8969-2d0c0411b5c9
335,KT-222,50,3,3,2.2kW,50,"2""",N/A,670,26,85,Construction,https://www.hungpump.com/kt,15.0,530.0,0ac4c505-1d2c-4066-8f76-aa313ad40ce4
336,KT-237,50,3,5,3.7kW,50,"2""",N/A,550,37,121,Construction,https://www.hungpump.com/kt,20.0,500.0,ecac979d-0a74-4ec4-bdda-4669c7f6d129
337,KT-315,50,1,2,1.5kW,80,"3""",N/A,550,15,49,Construction,https://www.hungpump.com/kt,10.0,350.0,71844270-fa3a-4aba-b17e-fbf835c9ba4e
338,KT-315,50,3,2,1.5kW,80,"3""",N/A,550,15,49,Construction,https://www.hungpump.com/kt,10.0,350.0,c8f511c6-0fc2-4150-8cb0-8661caaa100e
339,KT-322,50,3,3,2.2kW,80,"3""",N/A,800,22,72,Construction,https://www.hungpump.com/kt,15.0,430.0,c935e4ea-0005-4c53-83f4-e3805cbeb5ce
340,KT-337,50,3,5,3.7kW,80,"3""",N/A,760,32,105,Construction,https://www.hungpump.com/kt,20.0,600.0,22ab8168-84ae-4ecd-bf81-2b02c82f6fbb
341,KT-355,50,3,7.5,5.5kW,80,"3""",N/A,1360,36,118,Construction,https://www.hungpump.com/kt,25.0,910.0,2a279b75-bb86-46f2-a00a-bcc13d03b285
342,KT-4110,50,3,15,11kW,100,"4""",N/A,1450,45,148,Construction,https://www.hungpump.com/kt,30.0,1140.0,4ce87af1-aaf7-4734-8267-e1939e8ea8bf
343,KT-4150,50,3,20,15kW,100,"4""",N/A,1930,52,171,Construction,https://www.hungpump.com/kt,30.0,1780.0,cf1194c7-bf1b-4698-9237-a627aece24be
344,KT-437,50,3,5,3.7kW,100,"4""",N/A,1430,19,62,Construction,https://www.hungpump.com/kt,10.0,1100.0,ce086d84-f0c5-42c0-87a9-2c6831c3baa4
345,KT-455,50,3,7.5,5.5kW,100,"4""",N/A,1940,22,72,Construction,https://www.hungpump.com/kt,10.0,1650.0,45022c57-8e3e-49c0-b1a7-92f4529e1028
346,KT-475,50,3,10,7.5kW,100,"4""",N/A,1550,39,128,Construction,https://www.hungpump.com/kt,20.0,1370.0,d46cd38a-b0dd-4eec-a16d-899bb32323a2
347,KT-6110,50,3,15,11kW,150,"6""",N/A,2480,34,112,Construction,https://www.hungpump.com/kt,20.0,2000.0,9b769cc9-dca8-47a7-8605-21e060638f5d
348,KT-6150,50,3,20,15kW,150,"6""",N/A,2950,45,148,Construction,https://www.hungpump.com/kt,30.0,2250.0,f21263b6-9932-4b53-8cf2-18fda2843820
349,KT-675,50,3,10,7.5kW,150,"6""",N/A,2050,28,92,Construction,https://www.hungpump.com/kt,20.0,1760.0,e3863c48-1a6b-4edc-96de-1564dc3edc30
350,MAS-150,50,1,1/5,150W,40,"1-1/2""",19.0,240,6.5,21,Clean Water,https://www.hungpump.com/mas,4.0,130.0,1e5294b6-02dd-446e-bcc1-4172020b3409
351,MAS-250,50,1,1/3,250W,40,"1-1/2""",19.0,270,7.5,25,Clean Water,https://www.hungpump.com/mas,4.0,210.0,faff5091-f15d-4a8e-a7f3-4f3bc9adadac
353,MAS-400,50,1,1/2,400W,50,"2""",19.0,320,9,30,Clean Water,https://www.hungpump.com/mas,6.0,200.0,ed0caed5-b7ab-4cc9-a23a-80dbc10c85c5
354,MAS-750,50,1,1,750W,50,"2""",19.0,370,12,39,Clean Water,https://www.hungpump.com/mas,6.0,285.0,905b28f6-ad61-4b0b-83fb-990efe594f89
357,MH-150,50,1,1/5,150W,50,"2""",6.0,240,6.5,21,Clean Water,https://www.hungpump.com/mh,4.0,160.0,a6022a68-f366-4bda-b2e4-ebea9e2ef5f0
358,MH-150FR,50,1,1/5,150W,50,"2""",6.0,240,6.5,21,Clean Water,https://www.hungpump.com/mh,4.0,160.0,3bcd8d7c-1066-4549-baf7-225ac8a472a1
359,MH-250,50,1,1/3,250W,50,"2""",6.0,280,7,23,Clean Water,https://www.hungpump.com/mh,4,190,002b2ddb-640a-4176-a0ae-f1d1fa61dfb1
360,MH-250-FR,50,1,1/3,250W,50,"2""",6.0,280,7,23,Clean Water,https://www.hungpump.com/mh,4.0,190.0,7ba0d62b-6531-497c-9a12-e225184e3876
361,MH-400,50,1,1/2,400W,50,"2""",6.0,320,8.5,28,Clean Water,https://www.hungpump.com/mh,6.0,185.0,bde2626d-e9eb-4925-b985-63f56c6e3e89
362,MH-400-FR,50,1,1/2,400W,50,"2""",6.0,320,8.5,28,Clean Water,https://www.hungpump.com/mh,6.0,185.0,6945285b-0dd8-4a88-9688-36be924d30d8
363,MH-750,50,1,1,750W,50,"2""",6.0,380,10,33,Clean Water,https://www.hungpump.com/mh,6.0,270.0,b58ddc22-a6b4-4b81-b0d9-84f9774763da
364,MH-750-FR,50,1,1,750W,50,"2""",6.0,380,10,33,Clean Water,https://www.hungpump.com/mh,6.0,270.0,eca08b0a-d92d-4cf5-a0c2-3d8efe205f72
366,MVH-10,50,1,3/4,550W,25,"1""",3.0,100,32,105,High Pressure,https://www.hungpump.com/mvh,20.0,65.0,f01eab8f-67cc-4d10-a1f1-21506559343c
371,RS-25E,50,1,1/6,100W,25,"1""",3.0,70,6,20,,https://www.hungpump.com/rs,4.0,36.0,7a4013b5-5b88-4e32-adbd-0c95f2b699c9
372,RS-25EA,50,1,1/6,100W,25,"1""",3.0,70,6,20,,https://www.hungpump.com/rs,4.0,36.0,e21502ee-56b2-489c-beb3-8d9f80eb2ba9
373,RS-25S,50,1,1/6,100W,25,"1""",3.0,70,6,20,,https://www.hungpump.com/rs,4.0,36.0,b8c1b777-6b73-4c96-bead-5358fbc60788
374,RS-32,50,1,1/4,200W,32,"1-1/4""",3.0,130,7,23,,https://www.hungpump.com/rs,4.0,78.0,b7bb4ec9-32d2-413c-928a-eaae65f55505
375,RS-32E,50,1,1/4,200W,32,"1-1/4""",3.0,130,7,23,,https://www.hungpump.com/rs,4.0,78.0,9e5e0b20-b4b3-4e9b-8b8e-e16b6bb92a5a
376,RS-32EA,50,1,1/4,200W,32,"1-1/4""",3.0,130,7,23,,https://www.hungpump.com/rs,4.0,78.0,f3fcfcff-d556-4472-a7ef-8bf04b507012
377,RS-32S,50,1,1/4,200W,32,"1-1/4""",3.0,130,7,23,,https://www.hungpump.com/rs,4.0,78.0,7502d08e-544e-4f63-9bbe-d25103dfdcda
378,RV-32,50,1,1/4,200W,32,"1-1/4""",18.0,130,6.5,21,,https://www.hungpump.com/rv,4.5,55.0,8762b5c0-8dad-40bd-a32b-12f53252fe54
379,RV-40,50,1,1/3,250W,32,"1-1/4""",18.0,160,8,26,,https://www.hungpump.com/rv,4.5,120.0,bcfc0540-3bef-49dd-a83b-94ec0f24a0fa
380,SB-05,50,1,1/2,400W,50,"2""",30.0,320,9,30,Sewage and Wastewater,https://www.hungpump.com/sb,6.0,180.0,0535292e-7ba2-4754-aa1b-c229321e8dab
381,SB-05,50,3,1/2,400W,50,"2""",30.0,320,9,30,Sewage and Wastewater,https://www.hungpump.com/sb,6.0,180.0,d0de8dcd-8aaf-495b-b240-c35012dede82
382,SB-10,50,1,1,750W,50,"2""",30.0,400,12,39,Sewage and Wastewater,https://www.hungpump.com/sb,6.0,270.0,dbd0cf1d-aa59-4646-9555-461a25b930b9
383,SB-10,50,3,1,750W,50,"2""",30.0,400,12,39,Sewage and Wastewater,https://www.hungpump.com/sb,6.0,270.0,869d08e8-daee-45a9-b717-92e5b83721f3
385,SB-20,50,1,2,1.5kW,80,"3""",35.0,630,16,52,Sewage and Wastewater,https://www.hungpump.com/sb,9.0,380.0,0591ddf7-c411-48a7-96a9-379f8814067c
386,SB-20,50,3,2,1.5kW,80,"3""",35.0,630,16,52,Sewage and Wastewater,https://www.hungpump.com/sb,9.0,380.0,032473b4-c261-4f8a-8da7-b561ffc1c362
388,SB-30,50,3,3,2.2kW,80,"3""",35.0,780,18,59,Sewage and Wastewater,https://www.hungpump.com/sb,10.0,610.0,cf72e7d4-f24e-4453-8e5f-a1101c847bb9
389,SB-30,50,3,3,2.2kW,80,"3""",35.0,780,18,59,Sewage and Wastewater,https://www.hungpump.com/sb,10.0,610.0,efc0c282-cee9-42a9-841f-cbe1cce5cbeb
391,SB-50,50,3,5,3.7kW,100,"4""",45.0,1100,22,72,Sewage and Wastewater,https://www.hungpump.com/sb,10.0,800.0,1a71593a-9ad5-4ed9-8383-92c7e115cbaa
393,SB-75,50,3,7.5,5.5kW,100,"4""",50.0,1200,24,79,Sewage and Wastewater,https://www.hungpump.com/sb,12.0,770.0,c247e33f-b40b-4761-a46c-b4ff85929c03
395,SD-250,50,1,1/3,250W,50,"2""",7.0,220,9,30,,https://www.hungpump.com/sd,6.0,130.0,7cad886f-aee1-4fc3-b5e7-d12ca1ac71a7
396,SD-400,50,1,1/2,400W,50,"2""",7.0,240,11,36,,https://www.hungpump.com/sd,6.0,180.0,31304645-162d-4890-a8ba-219ce7677906
397,SD-750,50,1,1,750W,50,"2""",7.0,300,15,49,,https://www.hungpump.com/sd,9.0,185.0,e85afb3d-2aa1-4ce6-bbe9-3907274c5eff
398,SD-750,50,3,1,750W,50,"2""",7.0,300,15,49,,https://www.hungpump.com/sd,9.0,185.0,3cd7e188-fbaa-4407-823d-494364ab5f65
399,SDP-250,50,1,1/3,250W,50,"2""",7.0,200,9,30,Clean Water,https://www.hungpump.com/sdp,6.0,135.0,ebd4aa38-a5c6-4d50-8094-4bb4d7af8f0c
400,SDP-400,50,1,1/2,400W,50,"2""",7.0,220,12,39,Clean Water,https://www.hungpump.com/sdp,6.0,180.0,1d18f980-d674-42d2-ad58-0c446b4a28dc
401,SDP-400A,50,1,1/2,400W,50,"2""",7.0,220,12,39,Clean Water,https://www.hungpump.com/sdp,6.0,180.0,9d4b0b24-fba2-42e6-9ce0-d82dcc869f47
402,SDP-750,50,1,1,750W,50,"2""",7.0,280,15,49,Clean Water,https://www.hungpump.com/sdp,9.0,200.0,5559a371-5ba5-4ca1-ad82-47c9237d4484
403,SDP-750,50,3,1,750W,50,"2""",7.0,280,15,49,Clean Water,https://www.hungpump.com/sdp,9.0,200.0,f37bdca1-7e9b-40a2-9f72-68280693c2c9
404,SG-400,50,1,1/2,400W,50,"2""",35.0,360,8,26,,https://www.hungpump.com/sg,4.0,250.0,66324c39-55ff-436c-bb6b-b3575c73ae97
407,SG-750,50,1,1,750W,50,"2""",35.0,430,11,36,,https://www.hungpump.com/sg,6.0,300.0,1f935880-545d-436a-ad25-7e1b436d01f7
411,SM-100,50,1,1/6,100W,25,"1""",3.0,70,6,20,,https://www.hungpump.com/sm,3.0,55.0,a7c3f5c5-34d4-4966-ad65-8241653a35ab
412,SM-200,50,1,1/4,200W,32,"1-1/4""",3.0,140,7,23,,https://www.hungpump.com/sm,4.5,65.0,25e3d072-e921-4724-9ec0-cb6a704c79c2
413,SM-300,50,1,1/3,300W,40,"1-1/2""",3.0,180,8,26,,https://www.hungpump.com/sm,4.5,125.0,fa24c3cb-0dfc-46e7-9573-4967d9c1b1f0
414,SM-400,50,1,1/2,400W,50,"2""",3.0,220,10,33,,https://www.hungpump.com/sm,6.0,120.0,cdd7cfd6-66a1-48c4-ae22-b485a64208da
415,SR-400,50,1,1/2,400W,25,"1""",7.0,170,11,36,,https://www.hungpump.com/sr,6.0,130.0,7cdd2b60-d6bf-4f51-89b8-ba08473a6fb3
416,SR-400,50,1,1/2,400W,50,"2""",7.0,200,10,33,,https://www.hungpump.com/sr,6.0,135.0,c125d130-8c80-42f4-994b-aa7298251265
417,SS-250,50,1,1/3,250W,50,"2""",7.0,220,9,30,Clean Water,https://www.hungpump.com/ss,6.0,130.0,406f0f7f-518a-416a-bd61-66a0b8bed5f5
418,SS-400,50,1,1/2,400W,50,"2""",7.0,240,11,36,Clean Water,https://www.hungpump.com/ss,6.0,180.0,17f5558b-c490-4bd4-a7ea-e473162d101f
419,SS-750,50,1,1,750W,50,"2""",7.0,300,15,49,Clean Water,https://www.hungpump.com/ss,9.0,185.0,8ca8dbf3-7872-4775-9ae2-1642c3903183
420,SS-750,50,3,1,750W,50,"2""",7.0,300,15,49,Clean Water,https://www.hungpump.com/ss,9.0,185.0,c29d6418-5362-4af4-9f49-492f4a8a963f
422,SV-150,50,1,1/5,150W,40,"1-1/2""",27.0,170,6,20,Dirty Water,https://www.hungpump.com/sv,3.0,140.0,0aa4917d-d4d5-4877-9f66-01e856a527ea
423,SV-1500,50,1,2,1.5kW,80,"3""",40.0,700,16,52,Dirty Water,https://www.hungpump.com/sv,9.0,450.0,65f67c01-5a16-4ffc-a0d7-e465fa9b6b2d
425,SV-1500,50,3,2,1.5kW,80,"3""",40.0,700,16,52,Dirty Water,https://www.hungpump.com/sv,9.0,450.0,be13abb0-778b-4fe9-8520-4e9a549a1410
427,SV-250,50,1,1/3,250W,40,"1-1/2""",27.0,220,7.5,25,Dirty Water,https://www.hungpump.com/sv,4.5,150.0,3a3eb908-cbd2-4401-b6c3-936a6b74dcea
429,SV-400,50,1,1/2,400W,50,"2""",35.0,350,8.5,28,Dirty Water,https://www.hungpump.com/sv,4.5,260.0,488d44f9-52fa-477f-b521-6e228b844ca8
430,SV-400,50,1,1/2,400W,50,"2""",35.0,350,8.5,28,Dirty Water,https://www.hungpump.com/sv,4.5,260.0,bed22fe6-30b0-4ed2-a08e-48a170828504
431,SV-550,50,1,3/4,550W,50,"2""",35.0,370,9,30,Dirty Water,https://www.hungpump.com/sv,6.0,210.0,78b380dc-fce9-457f-81b9-20dec7776ccc
432,SV-750,50,1,1,750W,80,"3""",37.0,415,11,36,Dirty Water,https://www.hungpump.com/sv,6.0,310.0,442967ca-15eb-451e-8638-146c283fd9b8
433,SV-750,50,3,1,750W,80,"3""",37.0,415,11,36,Dirty Water,https://www.hungpump.com/sv,6.0,310.0,23585e57-04d0-4437-ae3c-b2e9967438b5
436,TAS-250,50,1,1/3,250W,40,"1-1/2""",14.0,270,7.5,25,Clean Water,https://www.hungpump.com/tas,4.5,210.0,51d29f98-9c76-4da9-ba58-9672ec3b5da0
438,TAS-400,50,1,1/2,400W,50,"2""",14.0,320,10,33,Clean Water,https://www.hungpump.com/tas,6.0,230.0,1a0ce4cd-c8f5-42e0-a3c1-d580d572c59b
440,TAS-750,50,1,1,750W,50,"2""",14.0,340,11,36,Clean Water,https://www.hungpump.com/tas,6.0,250.0,7cab7cd4-ff30-4a84-8f83-9188aaf2be32
441,TAS-750,50,3,1,750W,50,"2""",14.0,340,11,36,Clean Water,https://www.hungpump.com/tas,6.0,250.0,3edeee36-8c99-49cb-b0aa-69779ab702ae
442,TAS-750,50,3,1,750W,50,"2""",14.0,340,11,36,Clean Water,https://www.hungpump.com/tas,6.0,250.0,6803c3c4-2655-4f4c-8978-177392f23bf6
447,TPS-200,50,1,1/4,200W,32,"1-1/4""",5.0,140,7,23,Clean Water,https://www.hungpump.com/tps,4.0,80.0,e5cdb9cb-ca3a-4d64-bd80-4f1dabe87a2a
451,TPS-50,50,1,1/10,80W,20,"3/4""",5.0,40,4,13,Clean Water,https://www.hungpump.com/tps,2.0,33.0,cb59093d-9f84-453b-bacf-e6e0c1418e46
454,TPV-200,50,1,1/4,200W,32,"1-1/4""",19.0,140,7,23,,https://www.hungpump.com/tpv,4.0,80.0,54ad6f51-d051-4af0-b12f-b060a8b54fab
456,TPV-600,50,1,3/4,600W,32,"1-1/4""",32.0,240,6.5,21,,https://www.hungpump.com/tpv,4.0,145.0,ea09aa2b-52ad-4d0a-b632-798096ac9323
472,100ADL65.5,60,3,7.5,5.5kW,100,"4""",80.0,"2,850",18,59,Dirty Water,https://www.hungpump.com/adl,12.0,1300.0,37369502-3974-4890-a676-ac0d56471cf3
473,100ADL65.5,60,3,7.5,5.5kW,100,"4""",80.0,"2,850",18,59,Dirty Water,https://www.hungpump.com/adl,12.0,1300.0,d0b0a148-f3c4-4f1a-a81c-3aeb39ed14d3
474,100ADL65.5,60,3,7.5,5.5kW,100,"4""",80.0,"2,850",18,59,Dirty Water,https://www.hungpump.com/adl,12.0,1300.0,9092f110-a569-49e6-bf34-6abb0422d4d6
475,100ADL67.5,60,3,10,7.5kW,100,"4""",80.0,"3,050",22,72,Dirty Water,https://www.hungpump.com/adl,12.0,1850.0,956826be-0e4e-44fb-bfb3-feefc0f78a59
476,100ADL67.5,60,3,10,7.5kW,100,"4""",80.0,"3,050",22,72,Dirty Water,https://www.hungpump.com/adl,12.0,1850.0,85f7cd45-0682-4733-ac0e-63c70ba03895
477,100ADL67.5,60,3,10,7.5kW,100,"4""",80.0,"3,050",22,72,Dirty Water,https://www.hungpump.com/adl,12.0,1850.0,f21e01f4-96f8-4938-bf8a-03a0f4919117
478,50ADVS5.75,60,1,1,750W,50,"2""",33.0,320,14,46,Dirty Water,https://www.hungpump.com/advs,9.0,140.0,3110df6f-ea2f-4d4d-8aa4-50e5da827045
479,50ADVS5.75,60,1,1,750W,50,"2""",33.0,320,14,46,Dirty Water,https://www.hungpump.com/advs,9.0,140.0,99d36192-3c8a-473a-a000-95719cd39cfd
480,50ADVS5.75,60,3,1,750W,50,"2""",33.0,320,14,46,Dirty Water,https://www.hungpump.com/advs,9.0,140.0,638945eb-e7ea-4837-bbd6-0046ae7ce888
481,50ADVS5.75,60,3,1,750W,50,"2""",33.0,320,14,46,Dirty Water,https://www.hungpump.com/advs,9.0,140.0,49ce0fac-2bfa-4d71-9676-2b0d00cb5924
482,50ADVS51.5,60,1,2,1.5kW,50,"2""",31.0,420,22,72,Dirty Water,https://www.hungpump.com/advs,12.0,250.0,e65eb9f0-7238-4126-a866-4532eb9b43e3
483,50ADVS51.5,60,3,2,1.5kW,50,"2""",31.0,420,22,72,Dirty Water,https://www.hungpump.com/advs,12.0,250.0,c6afcad5-a528-4c24-a0b5-f04fe12d5ebd
484,50ADVS51.5,60,3,2,1.5kW,50,"2""",31.0,420,22,72,Dirty Water,https://www.hungpump.com/advs,12.0,250.0,fa07e090-9290-4937-935c-470cc72f85b3
485,50ADVS61.5,60,3,2,1.5kW,50,"2""",31.0,420,22,72,Dirty Water,https://www.hungpump.com/advs,12.0,250.0,d3c24868-ba3d-4ad7-84da-43f2b8245fc3
486,65ADL61.5,60,1,2,1.5kW,65,"2-1/2""",40.0,850,15,49,Dirty Water,https://www.hungpump.com/adl,9.0,370.0,7037202d-2be0-4d48-bb7e-5d7d62c92b38
487,65ADL61.5,60,3,2,1.5kW,65,"2-1/2""",40.0,850,15,49,Dirty Water,https://www.hungpump.com/adl,9.0,370.0,c518949f-4fa8-4992-8ee7-b3f9de7468ea
